CustomerID,InvoiceDate,InvoiceNo,TotalAmount
11233,2011-07-11,INV797962,475.02
11233,2011-04-16,INV209015,314.05
11233,2011-11-28,INV611560,361.24
11233,2011-09-14,INV736108,722.73
11233,2011-09-16,INV494078,334.22
11233,2011-10-07,INV644176,467.03
11233,2011-11-07,INV501171,323.03
11233,2010-12-22,INV730888,584.67
11233,2011-01-25,INV719019,533.33
11233,2011-10-26,INV203365,553.41
11233,2011-09-21,INV199524,636.22
11233,2011-01-30,INV901144,426.91
11233,2011-04-02,INV478222,628.18
11233,2011-09-24,INV805282,687.38
11233,2011-10-06,INV542320,515.59
11233,2011-06-20,INV853180,317.39
11233,2010-12-21,INV464175,303.33
11233,2011-10-28,INV926420,538.08
11233,2011-07-14,INV993631,317.3
11233,2011-07-24,INV701195,283.6
11234,2011-03-21,INV648159,59.53
11234,2010-12-05,INV518059,40.58
11234,2011-03-15,INV944334,81.21
11235,2011-10-18,INV880545,110.36
11235,2011-07-10,INV801569,105.74
11235,2010-12-14,INV326533,97.11
11235,2011-09-17,INV289517,96.4
11235,2010-12-13,INV761149,196.55
11236,2010-12-22,INV203603,109.43
11237,2011-02-13,INV532164,232.7
11237,2011-06-24,INV129752,262.88
11237,2011-06-05,INV578804,153.49
11237,2011-02-03,INV476007,187.85
11237,2011-06-28,INV816189,147.0
11237,2011-02-27,INV469495,266.14
11237,2011-02-02,INV390070,229.88
11237,2011-03-25,INV921779,161.12
11237,2010-12-13,INV440275,202.86
11237,2011-03-28,INV833064,192.91
11238,2011-02-20,INV375957,39.15
11239,2011-02-21,INV319551,275.91
11239,2011-09-12,INV908251,339.51
11239,2011-09-07,INV779778,385.92
11239,2011-05-14,INV876685,259.77
11239,2011-06-24,INV889912,311.65
11239,2011-05-28,INV918904,283.63
11239,2011-02-27,INV985752,197.41
11240,2010-12-16,INV998258,13.6
11240,2010-12-03,INV449976,26.65
11240,2010-12-12,INV746345,8.52
11241,2011-04-17,INV875798,94.46
11241,2011-06-25,INV976856,144.01
11241,2011-01-28,INV431910,193.77
11242,2011-03-17,INV420691,84.87
11242,2010-12-13,INV857009,104.19
11242,2010-12-12,INV770513,103.49
11242,2011-01-21,INV428124,95.31
11243,2011-02-18,INV621344,20.28
11243,2011-02-20,INV295236,25.14
11243,2011-03-07,INV501286,25.67
11244,2011-01-21,INV377537,43.52
11244,2011-04-04,INV467624,108.56
11244,2011-02-25,INV945044,65.23
11244,2011-03-23,INV479021,93.6
11245,2011-01-10,INV276730,586.63
11245,2011-02-21,INV116701,596.42
11245,2010-12-29,INV299008,686.26
11245,2011-04-28,INV425611,491.3
11245,2011-04-09,INV834242,510.77
11245,2011-05-14,INV687711,827.95
11245,2011-02-14,INV893531,547.26
11245,2011-04-23,INV664400,259.26
11245,2011-01-15,INV517303,698.19
11245,2011-05-08,INV829427,766.14
11245,2010-12-20,INV308267,764.53
11246,2011-01-17,INV194940,197.85
11246,2011-10-03,INV795405,194.78
11246,2011-06-26,INV993605,215.64
11246,2011-04-14,INV252846,193.65
11246,2011-05-24,INV658710,197.0
11246,2011-05-31,INV516029,184.6
11246,2011-02-07,INV503953,152.0
11246,2011-01-23,INV986056,115.53
11246,2011-04-30,INV743217,74.97
11246,2011-09-18,INV186205,152.53
11246,2011-05-15,INV335745,191.42
11247,2011-07-15,INV966264,825.94
11247,2010-12-21,INV357848,1400.18
11247,2011-09-07,INV262541,1239.54
11247,2011-11-07,INV387087,419.86
11247,2010-12-14,INV618513,922.58
11247,2011-03-25,INV973723,994.78
11247,2011-11-21,INV329612,279.98
11247,2011-04-05,INV336802,809.36
11247,2011-07-14,INV779367,890.3
11247,2011-03-21,INV252438,769.47
11247,2010-12-07,INV411210,860.02
11247,2011-04-04,INV121783,789.05
11247,2011-10-10,INV606748,933.23
11247,2011-07-13,INV534661,1128.8
11247,2011-09-11,INV678002,948.95
11247,2011-09-17,INV301577,1042.54
11247,2011-06-30,INV295095,526.26
11247,2011-08-23,INV709113,1239.57
11247,2011-06-23,INV757724,843.59
11247,2011-09-21,INV505907,680.46
11247,2011-04-13,INV841076,866.82
11247,2011-06-05,INV942453,644.84
11247,2011-04-14,INV552266,802.7
11247,2011-06-08,INV482221,840.4
11247,2011-03-31,INV435706,612.09
11247,2011-09-03,INV474419,806.79
11247,2011-01-09,INV826871,608.69
11248,2010-12-18,INV437287,39.36
11249,2011-07-09,INV967641,653.92
11249,2011-05-29,INV358888,938.92
11249,2011-06-22,INV664422,1011.86
11249,2011-04-28,INV235019,992.04
11249,2010-12-25,INV922312,565.56
11249,2011-04-09,INV842762,704.82
11249,2011-04-01,INV661365,1201.48
11249,2011-02-19,INV209898,655.34
11249,2011-06-25,INV966431,1218.99
11249,2011-05-04,INV338891,685.28
11249,2011-06-03,INV465263,302.16
11250,2011-05-15,INV680987,123.38
11250,2011-01-27,INV587888,45.81
11250,2011-02-07,INV702154,102.76
11250,2010-12-14,INV582595,104.36
11251,2011-07-13,INV621281,330.2
11251,2011-07-12,INV167798,47.17
11251,2011-02-26,INV123189,355.52
11251,2011-07-18,INV686149,268.9
11251,2010-12-30,INV464488,270.16
11251,2011-08-02,INV840618,311.51
11251,2011-02-14,INV166874,94.65
11251,2011-05-31,INV168590,309.8
11252,2011-04-21,INV697429,359.32
11252,2011-04-09,INV863112,252.52
11252,2010-12-15,INV848276,278.07
11252,2011-10-03,INV614651,237.91
11252,2011-07-09,INV838425,281.95
11252,2011-02-07,INV515494,307.34
11252,2011-03-21,INV793948,350.07
11252,2011-07-20,INV424875,396.76
11253,2011-09-02,INV831073,385.26
11253,2011-05-05,INV446589,154.58
11253,2011-03-30,INV697538,241.76
11253,2011-08-18,INV526919,236.11
11253,2011-02-12,INV903524,277.79
11253,2011-09-03,INV814417,171.9
11253,2011-09-27,INV429733,167.87
11253,2010-12-04,INV739206,275.04
11253,2010-12-28,INV846705,210.57
11253,2011-06-02,INV715983,388.62
11253,2011-01-31,INV912248,231.08
11254,2010-12-10,INV743668,82.92
11254,2010-12-09,INV655506,217.65
11254,2011-01-22,INV865859,50.76
11255,2011-01-11,INV868140,200.29
11255,2011-01-19,INV360885,296.66
11255,2011-05-03,INV911319,235.98
11255,2011-06-13,INV288052,250.86
11255,2011-07-02,INV290041,259.56
11255,2010-12-08,INV780952,404.1
11255,2011-07-26,INV619018,179.44
11256,2011-01-31,INV447907,341.64
11256,2011-01-15,INV198735,221.63
11256,2011-06-25,INV701885,103.8
11256,2011-06-17,INV944013,222.24
11256,2011-06-27,INV499812,178.77
11256,2011-07-31,INV245237,230.56
11256,2011-05-25,INV291878,232.23
11256,2011-01-19,INV426312,342.25
11256,2011-05-31,INV286028,304.32
11256,2011-07-09,INV364255,271.69
11256,2011-08-13,INV195142,251.58
11256,2011-03-05,INV373159,171.81
11256,2011-06-24,INV310351,87.03
11256,2011-03-27,INV468260,260.35
11257,2011-05-15,INV763756,224.86
11257,2010-12-21,INV456222,206.87
11257,2011-03-26,INV888335,177.03
11257,2010-12-25,INV649314,273.4
11257,2011-02-04,INV121391,248.72
11257,2011-07-14,INV735604,233.84
11257,2010-12-16,INV684191,222.85
11257,2010-12-16,INV815873,111.29
11257,2011-03-06,INV200128,217.69
11257,2011-01-13,INV101812,202.07
11257,2011-08-04,INV654823,214.61
11258,2010-12-07,INV104887,481.31
11258,2011-05-17,INV503443,295.96
11258,2011-05-06,INV128996,422.53
11258,2011-09-17,INV690730,513.51
11258,2011-06-10,INV172759,621.67
11258,2011-02-27,INV297637,534.12
11258,2011-10-22,INV751031,608.82
11258,2011-08-13,INV290617,324.65
11258,2011-09-01,INV328981,264.39
11258,2011-05-26,INV201675,228.4
11258,2011-11-15,INV262184,599.64
11258,2011-10-04,INV492343,273.59
11258,2011-09-20,INV285522,634.98
11258,2011-07-14,INV840680,417.15
11258,2011-03-01,INV631972,722.68
11258,2011-02-15,INV953919,416.77
11258,2011-07-16,INV131815,424.69
11258,2011-10-15,INV140657,491.26
11259,2011-04-17,INV932199,347.61
11259,2010-12-31,INV946415,534.59
11259,2011-02-18,INV405587,392.24
11259,2010-12-28,INV466009,475.07
11259,2011-01-16,INV718771,297.42
11259,2011-04-12,INV275516,638.78
11259,2010-12-26,INV621824,452.24
11259,2011-01-19,INV732819,645.43
11259,2011-01-09,INV742978,394.35
11259,2011-02-25,INV576752,504.91
11259,2011-04-20,INV972174,646.92
11259,2011-03-10,INV922149,327.75
11259,2011-03-25,INV222034,372.27
11260,2011-09-10,INV168643,440.56
11260,2011-05-23,INV358182,251.3
11260,2011-06-06,INV248249,320.58
11260,2011-04-02,INV957300,563.79
11260,2011-08-09,INV297488,212.61
11260,2011-06-25,INV143610,410.52
11261,2011-03-02,INV161471,60.11
11261,2011-04-02,INV950297,26.57
11262,2011-11-03,INV842011,90.9
11262,2011-09-29,INV203578,113.7
11262,2011-08-24,INV195371,74.17
11263,2011-05-19,INV786611,224.75
11263,2011-02-21,INV652953,298.14
11263,2011-04-24,INV703022,281.14
11263,2011-05-29,INV657764,298.96
11263,2011-04-13,INV513332,170.94
11263,2011-06-12,INV672922,342.11
11263,2011-05-14,INV310692,280.84
11264,2011-04-24,INV435876,681.6
11264,2011-02-08,INV569661,595.21
11264,2011-03-12,INV407189,617.57
11264,2011-10-17,INV547028,681.84
11264,2011-06-25,INV556276,462.08
11264,2011-06-12,INV186391,722.27
11264,2011-08-09,INV124991,357.82
11264,2011-08-09,INV209385,435.4
11264,2011-05-14,INV688516,598.61
11264,2011-08-05,INV739278,573.45
11264,2011-06-18,INV420756,802.33
11264,2011-08-12,INV924558,766.64
11264,2011-04-27,INV908287,998.48
11264,2011-11-16,INV832851,726.33
11264,2010-12-29,INV653176,750.34
11264,2010-12-22,INV297215,460.08
11264,2011-01-15,INV422038,460.52
11264,2011-09-27,INV884179,720.3
11264,2011-09-19,INV669153,723.96
11264,2011-02-27,INV772066,768.03
11264,2011-05-10,INV875167,975.8
11265,2010-12-25,INV660245,426.77
11265,2010-12-15,INV149500,383.47
11265,2011-05-05,INV503598,684.5
11265,2011-03-07,INV468852,1052.49
11265,2011-09-02,INV154982,1033.59
11265,2011-11-16,INV554876,800.23
11265,2011-08-18,INV649437,534.62
11265,2011-03-02,INV633458,866.65
11265,2011-06-08,INV814220,591.62
11265,2011-11-23,INV146893,526.92
11265,2011-03-20,INV203442,244.25
11265,2011-07-23,INV294726,705.56
11265,2011-03-24,INV847016,555.18
11265,2011-05-13,INV176507,704.33
11265,2011-03-15,INV619333,212.34
11265,2011-03-16,INV698889,719.41
11265,2011-10-24,INV742794,185.28
11265,2010-12-08,INV147431,907.95
11265,2011-06-14,INV316037,791.71
11265,2011-11-18,INV221981,627.3
11265,2011-04-28,INV104968,800.09
11265,2011-04-03,INV791634,483.67
11265,2011-05-19,INV285658,699.39
11266,2011-06-18,INV966723,226.25
11266,2011-03-27,INV489843,212.71
11267,2011-07-03,INV521484,266.68
11267,2010-12-12,INV263503,190.36
11267,2011-01-06,INV727836,99.49
11267,2011-02-02,INV751966,339.96
11267,2011-05-21,INV370726,216.67
11267,2011-03-19,INV813446,203.19
11267,2011-04-26,INV844669,230.28
11267,2011-05-10,INV424785,278.62
11267,2011-01-22,INV785072,258.34
11267,2011-06-07,INV385857,419.81
11268,2011-03-15,INV823812,604.89
11268,2010-12-03,INV536089,469.66
11268,2011-03-16,INV495451,292.52
11268,2011-02-10,INV983566,538.75
11268,2011-01-18,INV956397,657.52
11268,2011-04-04,INV365735,434.42
11268,2011-05-03,INV110936,403.44
11268,2011-03-12,INV143829,774.51
11268,2011-03-25,INV235149,304.55
11268,2011-01-27,INV173950,202.12
11268,2010-12-30,INV220878,348.25
11268,2011-01-10,INV929622,286.36
11268,2011-04-05,INV169730,594.07
11269,2011-03-04,INV663022,73.96
11269,2011-05-17,INV275496,77.46
11270,2011-02-04,INV813981,92.55
11270,2011-06-02,INV828780,130.91
11270,2011-03-12,INV398641,99.43
11271,2011-02-07,INV400353,66.96
11271,2011-01-06,INV997065,46.27
11272,2011-04-25,INV374201,88.11
11272,2010-12-28,INV897955,155.03
11273,2011-01-31,INV514089,468.61
11273,2011-03-14,INV190705,728.73
11273,2011-09-11,INV987571,716.76
11273,2011-08-12,INV310541,869.0
11273,2011-02-04,INV643398,528.29
11273,2010-12-19,INV591737,889.73
11273,2011-08-03,INV214655,586.93
11273,2011-01-27,INV339751,727.68
11273,2010-12-20,INV973563,1121.42
11273,2011-06-17,INV293439,1000.88
11273,2011-01-12,INV899582,828.69
11273,2011-11-21,INV945581,465.28
11273,2011-01-04,INV353495,878.68
11273,2011-07-12,INV745210,894.79
11273,2011-06-08,INV559390,295.77
11273,2011-02-12,INV563495,883.11
11273,2011-10-02,INV906487,541.07
11273,2010-12-22,INV795076,444.35
11273,2011-08-15,INV904037,530.07
11273,2011-03-07,INV905882,280.9
11273,2011-03-18,INV860123,701.31
11273,2011-05-12,INV145883,558.04
11274,2011-04-25,INV114901,217.47
11274,2011-07-31,INV260128,84.6
11274,2011-02-26,INV362985,141.23
11274,2011-07-24,INV284055,227.82
11274,2011-02-28,INV584479,237.24
11275,2011-03-13,INV775424,346.1
11275,2010-12-29,INV510320,379.75
11275,2011-06-13,INV260534,146.06
11275,2011-04-29,INV630154,209.96
11275,2011-01-02,INV336176,400.68
11275,2011-03-05,INV757681,399.53
11276,2011-03-10,INV452204,229.24
11276,2011-11-02,INV856213,275.09
11276,2011-07-13,INV126539,180.44
11276,2011-07-14,INV172753,266.0
11276,2011-04-05,INV730886,279.29
11276,2011-08-28,INV401787,199.38
11276,2011-09-12,INV268923,224.05
11276,2011-02-12,INV673700,179.51
11276,2011-05-12,INV159468,333.3
11276,2011-01-27,INV818025,214.83
11277,2010-12-03,INV529836,38.95
11277,2010-12-17,INV660226,46.01
11277,2010-12-01,INV748634,22.49
11278,2011-02-25,INV859252,510.91
11278,2011-05-14,INV488363,367.84
11278,2010-12-20,INV250456,268.3
11278,2011-01-23,INV817557,368.07
11278,2011-03-30,INV106188,420.98
11278,2011-06-14,INV103587,321.38
11278,2011-09-15,INV161255,272.32
11278,2011-06-17,INV906035,316.53
11278,2011-09-17,INV225453,381.47
11278,2011-03-25,INV899199,414.15
11278,2011-10-18,INV136904,354.06
11278,2011-09-15,INV672084,320.87
11279,2011-01-07,INV120754,273.4
11279,2011-08-01,INV699252,178.09
11279,2011-06-16,INV396189,221.46
11279,2011-06-17,INV571514,139.81
11279,2011-04-01,INV816052,257.82
11279,2011-08-09,INV742366,264.29
11280,2011-02-03,INV461912,742.57
11280,2011-05-12,INV577085,512.59
11280,2011-04-02,INV260576,496.48
11280,2011-03-27,INV662513,487.81
11280,2011-07-14,INV477629,663.21
11280,2011-01-27,INV251422,639.84
11280,2011-02-12,INV768040,398.79
11280,2011-06-06,INV282822,355.55
11280,2011-03-10,INV369705,339.67
11280,2011-07-14,INV268104,398.06
11280,2011-03-05,INV875952,677.83
11280,2010-12-06,INV552708,563.88
11280,2011-06-25,INV414423,690.8
11280,2011-01-06,INV144622,264.91
11280,2011-03-28,INV530305,584.97
11280,2011-05-31,INV667802,582.9
11280,2011-07-07,INV338011,735.31
11280,2011-03-13,INV231097,474.28
11281,2011-03-01,INV318209,39.75
11281,2011-03-14,INV541597,72.04
11281,2011-03-17,INV582954,52.32
11281,2011-03-26,INV565455,42.97
11282,2011-03-10,INV586032,274.67
11282,2011-03-04,INV454210,216.71
11282,2011-02-22,INV797694,208.74
11282,2011-03-13,INV239580,172.5
11282,2011-06-04,INV655678,255.07
11282,2011-01-22,INV357957,117.63
11282,2011-01-25,INV847204,270.79
11283,2011-03-08,INV695996,728.19
11283,2011-03-10,INV864733,1020.75
11283,2011-11-03,INV922215,882.11
11283,2011-10-13,INV481068,571.86
11283,2011-07-26,INV674835,575.61
11283,2011-06-28,INV493023,514.68
11283,2011-10-26,INV421806,814.83
11283,2011-03-20,INV511911,489.41
11283,2011-02-11,INV593074,926.45
11283,2011-01-25,INV669197,976.7
11283,2011-10-30,INV574291,514.82
11283,2011-05-03,INV973346,660.28
11283,2011-10-16,INV532136,702.68
11283,2010-12-27,INV309096,884.62
11283,2011-03-22,INV454086,1036.77
11283,2011-09-09,INV264332,345.65
11283,2011-11-03,INV502957,632.46
11283,2011-08-22,INV552758,643.4
11283,2011-03-03,INV564498,405.39
11284,2010-12-13,INV827679,159.87
11284,2011-03-16,INV504719,100.4
11284,2011-09-17,INV799393,348.42
11285,2011-02-27,INV386596,194.69
11285,2011-02-18,INV772386,313.02
11285,2011-06-24,INV703003,276.01
11285,2011-03-12,INV258002,125.83
11285,2011-06-29,INV431864,197.1
11285,2011-07-28,INV357633,359.54
11286,2011-02-05,INV899665,854.9
11286,2011-08-07,INV431575,612.32
11286,2011-10-09,INV900475,625.66
11286,2011-10-10,INV656361,852.57
11286,2011-10-18,INV137016,962.75
11286,2011-11-12,INV201779,893.06
11286,2011-01-03,INV189915,436.85
11286,2010-12-11,INV109089,629.43
11286,2010-12-28,INV447611,695.82
11286,2011-01-16,INV428512,592.3
11286,2011-06-01,INV312868,717.08
11286,2011-02-16,INV323359,800.46
11286,2011-05-07,INV981515,835.58
11286,2011-01-03,INV480570,967.2
11286,2011-10-16,INV430825,578.85
11286,2011-09-25,INV968487,379.49
11286,2011-07-17,INV598165,711.37
11286,2011-05-23,INV837781,1005.35
11286,2011-02-28,INV403815,550.42
11286,2011-05-05,INV206429,774.69
11286,2011-09-14,INV267575,776.41
11287,2011-02-16,INV271187,88.34
11287,2011-07-01,INV224193,109.6
11287,2011-08-30,INV748322,71.05
11287,2011-06-28,INV265969,86.22
11287,2011-09-14,INV679150,84.26
11288,2011-10-18,INV592377,475.39
11288,2011-04-23,INV823479,257.3
11288,2011-04-07,INV218867,376.35
11288,2011-11-05,INV253769,210.15
11288,2011-07-16,INV201784,214.77
11288,2010-12-21,INV242185,402.84
11288,2011-06-14,INV595780,478.94
11288,2011-06-13,INV600044,407.08
11288,2011-02-26,INV904402,123.36
11288,2010-12-11,INV714649,280.88
11288,2011-11-18,INV957684,344.41
11288,2011-06-04,INV562355,327.12
11288,2011-09-26,INV699691,136.29
11289,2011-03-04,INV569063,352.2
11289,2010-12-11,INV615655,441.0
11289,2011-11-09,INV694315,515.23
11289,2011-05-26,INV456281,553.46
11289,2011-01-13,INV487939,575.01
11289,2011-01-05,INV285844,423.67
11289,2011-02-08,INV754344,538.49
11289,2011-05-03,INV810277,272.59
11289,2011-06-20,INV256747,630.38
11289,2011-01-26,INV929389,82.52
11289,2011-11-08,INV306707,526.51
11289,2011-10-21,INV436276,735.58
11289,2011-04-29,INV845965,393.34
11289,2011-01-12,INV471942,700.51
11289,2011-10-05,INV938145,776.49
11289,2011-08-11,INV116730,5.0
11289,2011-10-15,INV718998,550.4
11289,2011-07-02,INV277272,79.15
11289,2011-06-05,INV992603,556.13
11289,2011-04-09,INV301350,575.34
11289,2011-08-20,INV393859,147.16
11289,2011-08-24,INV124583,909.53
11289,2011-08-08,INV434042,626.06
11289,2011-02-24,INV154537,429.72
11289,2011-10-29,INV350404,830.05
11289,2011-11-24,INV421531,265.99
11289,2011-04-14,INV570738,363.97
11289,2011-07-10,INV453913,178.83
11289,2010-12-21,INV386089,888.12
11290,2011-11-02,INV580339,178.33
11290,2011-11-03,INV184142,191.72
11290,2011-05-20,INV678052,167.39
11290,2010-12-17,INV236996,176.86
11290,2011-10-16,INV111196,168.84
11291,2011-09-20,INV120145,165.95
11291,2011-05-04,INV499162,335.16
11291,2011-03-13,INV592957,222.14
11291,2011-06-13,INV507263,272.59
11291,2010-12-19,INV829062,143.13
11291,2011-04-18,INV830706,142.07
11291,2011-06-11,INV451938,129.72
11291,2011-06-06,INV942159,121.9
11291,2011-08-20,INV995092,104.2
11291,2011-07-06,INV526974,217.21
11291,2011-05-25,INV238768,181.34
11291,2011-05-27,INV854048,256.33
11291,2011-04-13,INV679215,184.11
11291,2011-03-09,INV612575,56.65
11292,2011-02-11,INV379626,186.87
11292,2010-12-22,INV571727,126.76
11292,2011-05-21,INV188914,176.43
11292,2011-06-25,INV798585,93.5
11292,2011-02-20,INV633506,203.43
11292,2010-12-30,INV124125,166.79
11292,2011-06-26,INV234769,147.89
11292,2011-06-25,INV899081,81.07
11292,2010-12-28,INV354763,254.51
11292,2010-12-20,INV285710,120.06
11293,2011-03-06,INV168114,102.17
11293,2011-01-09,INV699689,98.94
11293,2011-06-24,INV348455,77.24
11294,2010-12-25,INV191631,28.2
11294,2010-12-03,INV110113,49.65
11294,2010-12-24,INV114100,44.22
11295,2011-05-24,INV747454,358.68
11295,2011-01-06,INV263833,246.0
11295,2011-09-25,INV756541,327.69
11295,2011-07-24,INV761654,253.79
11295,2011-05-19,INV924318,205.47
11295,2011-11-06,INV210973,125.75
11295,2011-10-10,INV227903,210.32
11295,2010-12-29,INV838352,182.19
11295,2011-02-10,INV309213,265.15
11295,2011-01-11,INV294589,208.42
11295,2011-01-16,INV853144,281.85
11295,2011-01-16,INV104027,335.45
11295,2011-07-10,INV930045,137.36
11295,2011-11-17,INV344397,238.37
11296,2011-03-18,INV152427,315.52
11296,2011-01-10,INV505695,472.58
11296,2011-05-14,INV755833,213.56
11296,2011-08-29,INV301996,169.13
11296,2011-08-01,INV957264,338.21
11296,2011-03-12,INV842640,363.27
11296,2011-08-11,INV734868,389.28
11296,2011-03-06,INV592002,247.01
11296,2011-04-27,INV867101,168.58
11296,2011-09-30,INV164242,437.16
11296,2011-07-15,INV293910,369.32
11296,2011-08-17,INV106620,283.74
11296,2011-01-10,INV284393,114.01
11296,2011-03-12,INV376049,255.85
11297,2011-02-12,INV668326,289.17
11297,2011-09-21,INV298543,273.35
11297,2011-02-02,INV837010,345.76
11297,2011-01-08,INV297340,209.16
11297,2011-03-06,INV989838,214.22
11297,2011-05-14,INV893023,298.9
11297,2011-03-27,INV270313,110.42
11298,2011-03-12,INV766157,883.52
11298,2011-07-03,INV721080,858.69
11298,2011-02-14,INV730775,1015.43
11298,2011-03-16,INV631265,1053.89
11298,2011-05-13,INV399266,1002.43
11298,2011-01-25,INV547242,305.49
11298,2011-02-03,INV964517,1126.91
11298,2011-02-27,INV871168,1209.83
11298,2011-01-31,INV656322,709.68
11298,2010-12-02,INV786651,888.58
11298,2011-07-16,INV816734,607.95
11298,2011-02-03,INV395120,344.72
11298,2011-06-12,INV269097,645.81
11298,2010-12-17,INV164612,695.24
11298,2010-12-17,INV617915,741.36
11299,2011-02-27,INV868516,84.44
11299,2010-12-16,INV749954,147.24
11299,2011-03-21,INV183835,118.66
11300,2011-11-11,INV901566,473.6
11300,2011-07-17,INV112581,517.65
11300,2011-11-11,INV192517,640.7
11300,2011-05-13,INV716708,738.16
11300,2011-06-04,INV831985,819.5
11300,2011-11-14,INV734919,810.22
11300,2011-11-13,INV169078,714.94
11300,2011-09-18,INV375185,483.96
11300,2011-05-13,INV572684,862.22
11300,2011-06-02,INV878245,391.75
11300,2011-08-03,INV488438,463.12
11300,2011-08-13,INV414831,722.45
11300,2011-08-08,INV428702,883.1
11300,2011-09-06,INV881156,846.93
11300,2011-03-08,INV339192,691.33
11300,2011-09-27,INV278837,807.89
11300,2010-12-22,INV824424,484.96
11300,2011-05-30,INV529635,592.66
11300,2011-07-27,INV584064,595.9
11300,2011-05-16,INV934930,504.33
11300,2011-06-25,INV586144,635.96
11300,2011-07-26,INV574141,668.14
11300,2011-02-17,INV248984,613.93
11300,2011-06-16,INV539979,657.89
11300,2010-12-13,INV246205,100.9
11300,2011-05-12,INV499987,795.27
11300,2011-10-20,INV256640,626.05
11300,2011-06-23,INV483474,625.85
11301,2010-12-01,INV555481,62.96
11302,2011-11-04,INV281172,797.72
11302,2011-02-16,INV721739,871.26
11302,2011-03-05,INV327534,721.22
11302,2011-01-18,INV117185,588.71
11302,2011-06-19,INV595230,959.07
11302,2011-02-15,INV384048,966.45
11302,2011-05-22,INV307362,928.24
11302,2010-12-12,INV621480,969.69
11302,2011-06-19,INV266006,550.07
11302,2011-05-05,INV970085,658.22
11302,2011-09-08,INV391157,1037.25
11302,2011-03-27,INV299172,859.38
11302,2011-08-07,INV736302,789.49
11302,2011-08-13,INV553882,717.74
11302,2011-07-11,INV992964,1071.73
11302,2011-02-20,INV611015,364.04
11302,2011-11-06,INV162663,844.91
11303,2011-05-30,INV211161,291.68
11303,2011-01-04,INV438986,37.87
11303,2011-08-02,INV737343,203.56
11303,2011-04-28,INV248350,227.56
11303,2011-03-31,INV643962,138.96
11303,2011-08-11,INV942658,212.75
11303,2011-03-21,INV536569,183.19
11304,2011-04-05,INV113597,63.36
11304,2011-02-17,INV762184,49.62
11305,2010-12-21,INV455027,34.84
11305,2011-02-19,INV425700,28.6
11305,2011-02-26,INV748523,36.73
11306,2011-01-24,INV741337,112.45
11306,2010-12-16,INV728218,116.76
11306,2010-12-17,INV655364,159.83
11307,2010-12-10,INV457666,41.77
11307,2010-12-24,INV491490,53.61
11308,2011-11-18,INV234357,235.81
11308,2011-06-08,INV692789,253.92
11308,2011-07-31,INV166191,197.53
11309,2010-12-02,INV568795,57.84
11309,2010-12-24,INV537256,55.78
11309,2010-12-16,INV319630,36.99
11310,2011-05-17,INV821715,672.06
11310,2011-03-30,INV427718,664.47
11310,2011-10-21,INV599318,679.32
11310,2011-04-23,INV681955,1054.49
11310,2011-05-24,INV705258,737.6
11310,2011-05-19,INV832251,1011.35
11310,2011-03-10,INV233308,1026.34
11310,2011-05-14,INV919561,550.55
11310,2011-10-20,INV700073,877.65
11310,2011-03-28,INV842501,486.0
11310,2011-09-30,INV738988,1067.83
11311,2010-12-31,INV952829,38.22
11311,2011-01-01,INV612321,37.69
11311,2011-01-30,INV120339,26.78
11312,2011-02-19,INV635780,135.4
11312,2010-12-25,INV502803,108.19
11312,2011-06-11,INV255561,105.99
11312,2011-05-09,INV437279,183.34
11313,2010-12-11,INV654943,51.21
11313,2011-02-01,INV585164,33.87
11314,2011-05-04,INV863181,224.35
11314,2011-02-07,INV170176,194.87
11314,2011-03-26,INV508500,231.45
11314,2011-06-18,INV302565,268.83
11314,2011-06-21,INV907346,339.05
11314,2011-02-09,INV846489,272.51
11314,2011-01-06,INV481453,226.32
11314,2011-07-06,INV915539,305.87
11314,2010-12-16,INV596759,318.31
11314,2011-02-02,INV334181,222.56
11314,2011-05-12,INV103201,234.12
11315,2011-02-22,INV473470,601.31
11315,2011-04-03,INV689171,340.19
11315,2011-01-07,INV921752,659.89
11315,2011-02-08,INV435581,851.09
11315,2011-04-04,INV429429,865.02
11315,2011-04-17,INV309776,503.67
11315,2011-01-18,INV726615,465.29
11315,2010-12-31,INV409979,923.13
11315,2010-12-16,INV871222,864.69
11316,2011-03-10,INV648931,323.79
11316,2011-04-24,INV360284,138.11
11316,2011-06-11,INV543538,232.32
11316,2010-12-06,INV412661,190.81
11316,2011-04-13,INV314161,438.38
11316,2011-02-12,INV410486,154.01
11316,2010-12-13,INV130221,437.64
11316,2011-07-04,INV182533,274.99
11316,2011-06-07,INV587524,181.94
11316,2011-02-14,INV568383,368.05
11316,2011-06-14,INV682236,337.61
11317,2011-01-10,INV722691,74.9
11317,2011-03-24,INV895304,120.82
11317,2011-02-19,INV212978,87.44
11318,2011-04-20,INV578091,736.62
11318,2011-04-21,INV307388,267.65
11318,2011-10-07,INV575354,448.12
11318,2011-04-25,INV270814,603.89
11318,2011-09-27,INV234779,187.61
11318,2011-05-15,INV117779,491.09
11318,2011-02-02,INV154970,374.07
11318,2011-05-17,INV679417,483.41
11318,2011-08-02,INV486737,414.05
11318,2011-02-11,INV430583,549.53
11318,2011-06-11,INV676850,638.93
11318,2010-12-14,INV759439,818.15
11318,2011-07-11,INV777724,450.58
11318,2011-05-15,INV514751,569.72
11318,2011-03-02,INV442475,514.33
