CustomerID,LastPurchase,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
11058,2011-07-17,7,1785.92,146,3,3,4,334,Loyal Customers
11059,2011-05-30,8,3297.68,194,3,4,4,344,Loyal Customers
11060,2011-03-21,3,254.13,264,2,2,2,222,Lost
11061,2010-12-22,3,171.64000000000001,353,1,2,1,121,Lost
11062,2011-01-26,3,213.11,318,1,2,2,122,Lost
11063,2011-08-20,3,466.93,112,4,2,3,423,Potential Loyalists
11064,2011-08-24,4,542.33,108,4,2,3,423,Potential Loyalists
11065,2011-04-22,2,119.11,232,2,1,1,211,Lost
11066,2011-08-06,8,2223.04,126,4,4,4,444,Champions
11067,2011-10-09,14,5321.85,62,4,5,5,455,Champions
11068,2011-11-08,5,722.72,32,5,3,3,533,Loyal Customers
11069,2011-10-03,3,446.29999999999995,68,4,2,2,422,Potential Loyalists
11070,2011-07-17,3,745.75,146,3,2,3,323,Lost
11071,2011-07-06,6,1954.77,157,3,3,4,334,Loyal Customers
11072,2011-11-11,23,14559.92,29,5,5,5,555,Champions
11073,2011-11-01,25,17651.2,39,5,5,5,555,Champions
11074,2011-03-09,3,158.92000000000002,276,2,2,1,221,Lost
11075,2011-04-19,3,514.23,235,2,2,3,223,Hibernating
11076,2011-06-24,3,344.55,169,3,2,2,322,Promising
11077,2011-03-01,4,413.99,284,2,2,2,222,Lost
11078,2011-10-07,13,2080.8,64,4,5,4,454,Champions
11079,2011-01-24,2,59.099999999999994,320,1,1,1,111,Lost
11080,2011-03-27,4,263.41,258,2,2,2,222,Lost
11081,2011-10-26,14,5245.59,45,5,5,5,555,Champions
11082,2011-08-08,3,365.3,124,4,2,2,422,Potential Loyalists
11083,2011-02-17,3,164.15,296,2,2,1,221,Lost
11084,2011-02-02,3,225.07999999999998,311,1,2,2,122,Lost
11085,2011-07-02,7,1567.47,161,3,3,3,333,Loyal Customers
11086,2011-06-22,10,4962.28,171,3,4,5,345,Loyal Customers
11087,2011-08-26,12,2952.96,106,4,4,4,444,Champions
11088,2011-01-05,2,59.49,339,1,1,1,111,Lost
11089,2011-10-29,8,3518.08,42,5,4,4,544,Champions
11090,2011-01-17,3,151.66,327,1,2,1,121,Lost
11091,2011-05-27,15,14514.18,197,3,5,5,355,Loyal Customers
11092,2011-05-01,14,10184.67,223,2,5,5,255,At Risk
11093,2011-08-25,7,1100.77,107,4,3,3,433,Loyal Customers
11094,2011-11-06,11,3117.54,34,5,4,4,544,Champions
11095,2011-09-13,6,1595.97,88,4,3,3,433,Loyal Customers
11096,2011-10-21,8,2117.4500000000003,50,5,4,4,544,Champions
11097,2011-07-27,8,2492.41,136,3,4,4,344,Loyal Customers
11098,2011-02-17,3,460.56,296,2,2,3,223,Hibernating
11099,2011-06-10,3,276.24,183,3,2,2,322,Promising
11100,2011-11-22,16,5202.53,18,5,5,5,555,Champions
11101,2010-12-31,1,38.14,344,1,1,1,111,Lost
11102,2011-01-10,3,287.87,334,1,2,2,122,Lost
11103,2011-02-21,2,114.25999999999999,292,2,1,1,211,Lost
11104,2010-12-14,1,46.28,361,1,1,1,111,Lost
11105,2011-10-10,7,1549.14,61,4,3,3,433,Loyal Customers
11106,2011-09-05,4,670.39,96,4,2,3,423,Potential Loyalists
11107,2011-07-07,2,127.45,156,3,1,1,311,Promising
11108,2011-01-16,4,189.25,328,1,2,2,122,Lost
11109,2011-10-08,9,3176.74,63,4,4,4,444,Champions
11110,2010-12-17,1,33.87,358,1,1,1,111,Lost
11111,2011-09-17,11,1937.79,84,4,4,4,444,Champions
11112,2011-09-16,14,4272.05,85,4,5,4,454,Champions
11113,2011-08-25,8,1212.38,107,4,4,3,443,Loyal Customers
11114,2011-08-01,16,12588.67,131,3,5,5,355,Loyal Customers
11115,2011-05-18,17,12201.470000000001,206,2,5,5,255,At Risk
11116,2011-11-23,28,9828.88,17,5,5,5,555,Champions
11117,2011-01-19,2,121.47999999999999,325,1,1,1,111,Lost
11118,2011-07-24,10,3935.42,139,3,4,4,344,Loyal Customers
11119,2011-09-11,14,3141.29,90,4,5,4,454,Champions
11120,2011-02-25,3,200.07,288,2,2,2,222,Lost
11121,2010-12-10,1,37.19,365,1,1,1,111,Lost
11122,2010-12-19,3,251.08999999999997,356,1,2,2,122,Lost
11123,2010-12-31,2,213.67000000000002,344,1,1,2,112,Lost
11124,2011-04-08,3,426.25,246,2,2,2,222,Lost
11125,2011-05-15,8,1139.2,209,2,4,3,243,At Risk
11126,2011-11-09,25,18086.05,31,5,5,5,555,Champions
11127,2011-07-31,4,387.54,132,3,2,2,322,Promising
11128,2011-08-31,3,353.9,101,4,2,2,422,Potential Loyalists
11129,2011-09-29,6,2007.31,72,4,3,4,434,Loyal Customers
11130,2011-06-27,2,185.28,166,3,1,2,312,Promising
11131,2011-07-11,4,471.97,152,3,2,3,323,Lost
11132,2011-11-17,17,9376.34,23,5,5,5,555,Champions
11133,2011-10-13,11,1743.2,58,4,4,4,444,Champions
11134,2011-03-14,3,314.94,271,2,2,2,222,Lost
11135,2011-11-18,20,9568.86,22,5,5,5,555,Champions
11136,2010-12-24,1,33.59,351,1,1,1,111,Lost
11137,2011-05-23,6,702.74,201,3,3,3,333,Loyal Customers
11138,2011-03-17,4,1314.8,268,2,2,3,223,Hibernating
11139,2011-03-28,11,10573.369999999999,257,2,4,5,245,At Risk
11140,2010-12-22,1,91.06,353,1,1,1,111,Lost
11141,2011-07-25,3,407.26,138,3,2,2,322,Promising
11142,2011-06-09,3,243.4,184,3,2,2,322,Promising
11143,2011-06-10,10,1748.53,183,3,4,4,344,Loyal Customers
11144,2011-10-16,14,3738.93,55,5,5,4,554,Champions
11145,2011-01-20,1,65.09,324,1,1,1,111,Lost
11146,2011-04-26,3,519.65,228,2,2,3,223,Hibernating
11147,2011-01-22,3,375.56,322,1,2,2,122,Lost
11148,2010-12-24,3,156.57,351,1,2,1,121,Lost
11149,2011-03-24,2,201.71,261,2,1,2,212,Lost
11150,2011-02-20,2,176.60000000000002,293,2,1,1,211,Lost
11151,2010-12-13,1,65.92,362,1,1,1,111,Lost
11152,2011-03-29,2,165.23000000000002,256,2,1,1,211,Lost
11153,2011-01-27,3,456.69,317,1,2,3,123,Hibernating
11154,2011-05-12,13,8096.93,212,2,5,5,255,At Risk
11155,2011-02-12,3,292.5,301,2,2,2,222,Lost
11156,2011-10-04,8,1749.4099999999999,67,4,4,4,444,Champions
11157,2010-12-21,1,165.57,354,1,1,1,111,Lost
11158,2011-01-17,1,22.21,327,1,1,1,111,Lost
11159,2011-12-05,24,7304.51,5,5,5,5,555,Champions
11160,2010-12-16,3,188.66,359,1,2,2,122,Lost
11161,2011-08-19,7,2942.66,113,4,3,4,434,Loyal Customers
11162,2011-09-23,3,293.71000000000004,78,4,2,2,422,Potential Loyalists
11163,2011-03-16,3,303.51,269,2,2,2,222,Lost
11164,2011-11-21,12,4181.16,19,5,4,4,544,Champions
11165,2011-03-11,1,71.9,274,2,1,1,211,Lost
11166,2011-01-05,3,262.16999999999996,339,1,2,2,122,Lost
11167,2011-06-02,8,1739.43,191,3,4,4,344,Loyal Customers
11168,2011-11-08,28,22393.22,32,5,5,5,555,Champions
11169,2011-04-22,2,251.37,232,2,1,2,212,Lost
11170,2011-07-05,16,6041.2,158,3,5,5,355,Loyal Customers
11171,2011-02-09,1,13.24,304,1,1,1,111,Lost
11172,2011-07-05,12,6771.84,158,3,4,5,345,Loyal Customers
11173,2011-08-25,7,1153.21,107,4,3,3,433,Loyal Customers
11174,2011-04-04,15,13805.94,250,2,5,5,255,At Risk
11175,2011-06-25,6,798.89,168,3,3,3,333,Loyal Customers
11176,2011-02-19,2,118.57,294,2,1,1,211,Lost
11177,2011-09-14,6,1383.18,87,4,3,3,433,Loyal Customers
11178,2011-03-23,2,184.1,262,2,1,2,212,Lost
11179,2011-07-25,11,1660.45,138,3,4,4,344,Loyal Customers
11180,2011-03-16,3,121.24,269,2,2,1,221,Lost
11181,2011-08-29,5,506.26,103,4,3,3,433,Loyal Customers
11182,2011-05-22,11,9365.25,202,3,4,5,345,Loyal Customers
11183,2011-02-15,1,26.5,298,2,1,1,211,Lost
11184,2011-07-02,8,1996.56,161,3,4,4,344,Loyal Customers
11185,2011-03-08,3,98.77,277,2,2,1,221,Lost
11186,2011-05-15,4,521.05,209,2,2,3,223,Hibernating
11187,2011-11-04,26,8177.06,36,5,5,5,555,Champions
11188,2011-07-13,4,477.45,150,3,2,3,323,Lost
11189,2011-03-16,2,201.32999999999998,269,2,1,2,212,Lost
11190,2011-11-24,13,6715.68,16,5,5,5,555,Champions
11191,2011-07-15,9,5229.29,148,3,4,5,345,Loyal Customers
11192,2011-10-06,4,808.72,65,4,2,3,423,Potential Loyalists
11193,2011-04-17,14,10562.130000000001,237,2,5,5,255,At Risk
11194,2011-11-16,24,12664.61,24,5,5,5,555,Champions
11195,2010-12-21,2,208.86,354,1,1,2,112,Lost
11196,2011-02-24,2,135.28,289,2,1,1,211,Lost
11197,2011-03-09,1,65.29,276,2,1,1,211,Lost
11198,2011-04-27,2,271.73,227,2,1,2,212,Lost
11199,2011-08-31,13,3537.78,101,4,5,4,454,Champions
11200,2011-03-01,4,605.17,284,2,2,3,223,Hibernating
11201,2011-10-06,20,10686.88,65,4,5,5,455,Champions
11202,2011-11-21,25,18941.28,19,5,5,5,555,Champions
11203,2011-08-23,4,497.71000000000004,109,4,2,3,423,Potential Loyalists
11204,2011-08-12,7,1700.69,120,4,3,4,434,Loyal Customers
11205,2011-02-21,3,183.24,292,2,2,2,222,Lost
11206,2011-01-18,4,280.81,326,1,2,2,122,Lost
11207,2011-07-18,8,1156.57,145,3,4,3,343,Loyal Customers
11208,2011-10-05,8,2885.1,66,4,4,4,444,Champions
11209,2011-01-31,3,278.35,313,1,2,2,122,Lost
11210,2011-09-19,4,812.3100000000001,82,4,2,3,423,Potential Loyalists
11211,2011-06-25,9,2306.59,168,3,4,4,344,Loyal Customers
11212,2011-11-04,9,3370.62,36,5,4,4,544,Champions
11213,2011-04-28,3,276.95,226,2,2,2,222,Lost
11214,2011-01-20,2,248.07,324,1,1,2,112,Lost
11215,2011-08-04,6,2089.44,128,4,3,4,434,Loyal Customers
11216,2011-11-08,19,11984.85,32,5,5,5,555,Champions
11217,2011-04-03,4,215.19,251,2,2,2,222,Lost
11218,2011-02-09,4,343.68,304,1,2,2,122,Lost
11219,2011-11-14,14,3436.65,26,5,5,4,554,Champions
11220,2011-02-08,1,65.51,305,1,1,1,111,Lost
11221,2011-10-21,9,1816.92,50,5,4,4,544,Champions
11222,2011-06-03,9,1821.77,190,3,4,4,344,Loyal Customers
11223,2011-01-09,2,69.98,335,1,1,1,111,Lost
11224,2011-06-29,3,279.94,164,3,2,2,322,Promising
11225,2011-08-07,8,6060.9,125,4,4,5,445,Champions
11226,2011-03-26,2,191.93,259,2,1,2,212,Lost
11227,2011-11-10,12,5012.110000000001,30,5,4,5,545,Champions
11228,2011-01-28,3,69.73,316,1,2,1,121,Lost
11229,2011-10-17,5,982.26,54,5,3,3,533,Loyal Customers
11230,2011-01-24,1,85.42,320,1,1,1,111,Lost
11231,2011-11-20,12,5075.99,20,5,4,5,545,Champions
11232,2011-09-26,10,1530.67,75,4,4,3,443,Loyal Customers
11233,2011-11-28,20,9322.71,12,5,5,5,555,Champions
11234,2011-03-21,3,181.32,264,2,2,2,222,Lost
11235,2011-10-18,5,606.1600000000001,53,5,3,3,533,Loyal Customers
11236,2010-12-22,1,109.43,353,1,1,1,111,Lost
11237,2011-06-28,10,2036.83,165,3,4,4,344,Loyal Customers
11238,2011-02-20,1,39.15,293,2,1,1,211,Lost
11239,2011-09-12,7,2053.8,89,4,3,4,434,Loyal Customers
11240,2010-12-16,3,48.769999999999996,359,1,2,1,121,Lost
11241,2011-06-25,3,432.24,168,3,2,2,322,Promising
11242,2011-03-17,4,387.86,268,2,2,2,222,Lost
11243,2011-03-07,3,71.09,278,2,2,1,221,Lost
11244,2011-04-04,4,310.91,250,2,2,2,222,Lost
11245,2011-05-14,11,6734.71,210,2,4,5,245,At Risk
11246,2011-10-03,11,1869.97,68,4,4,4,444,Champions
11247,2011-11-21,27,22726.79,19,5,5,5,555,Champions
11248,2010-12-18,1,39.36,357,1,1,1,111,Lost
11249,2011-07-09,11,8930.369999999999,154,3,4,5,345,Loyal Customers
11250,2011-05-15,4,376.31,209,2,2,2,222,Lost
11251,2011-08-02,8,1987.9099999999999,130,4,4,4,444,Champions
11252,2011-10-03,8,2463.94,68,4,4,4,444,Champions
11253,2011-09-27,11,2740.58,74,4,4,4,444,Champions
11254,2011-01-22,3,351.33000000000004,322,1,2,2,122,Lost
11255,2011-07-26,7,1826.89,137,3,3,4,334,Loyal Customers
11256,2011-08-13,14,3219.9,119,4,5,4,454,Champions
11257,2011-08-04,11,2333.23,128,4,4,4,444,Champions
11258,2011-11-15,18,8276.119999999999,25,5,5,5,555,Champions
11259,2011-04-20,13,6029.58,234,2,5,5,255,At Risk
11260,2011-09-10,6,2199.36,91,4,3,4,434,Loyal Customers
11261,2011-04-02,2,86.68,252,2,1,1,211,Lost
11262,2011-11-03,3,278.77,37,5,2,2,522,Potential Loyalists
11263,2011-06-12,7,1896.8799999999999,181,3,3,4,334,Loyal Customers
11264,2011-11-16,21,13878.66,24,5,5,5,555,Champions
11265,2011-11-23,23,14537.32,17,5,5,5,555,Champions
11266,2011-06-18,2,438.96000000000004,175,3,1,2,312,Promising
11267,2011-07-03,10,2503.4,160,3,4,4,344,Loyal Customers
11268,2011-05-03,13,5911.0599999999995,221,2,5,5,255,At Risk
11269,2011-05-17,2,151.42,207,2,1,1,211,Lost
11270,2011-06-02,3,322.89,191,3,2,2,322,Promising
11271,2011-02-07,2,113.22999999999999,306,1,1,1,111,Lost
11272,2011-04-25,2,243.14,229,2,1,2,212,Lost
11273,2011-11-21,22,14940.09,19,5,5,5,555,Champions
11274,2011-07-31,5,908.36,132,3,3,3,333,Loyal Customers
11275,2011-06-13,6,1882.08,180,3,3,4,334,Loyal Customers
11276,2011-11-02,10,2381.13,38,5,4,4,544,Champions
11277,2010-12-17,3,107.45,358,1,2,1,121,Lost
11278,2011-10-18,12,4316.88,53,5,4,4,544,Champions
11279,2011-08-09,6,1334.87,123,4,3,3,433,Loyal Customers
11280,2011-07-14,18,9609.45,149,3,5,5,355,Loyal Customers
11281,2011-03-26,4,207.08,259,2,2,2,222,Lost
11282,2011-06-04,7,1516.1100000000001,189,3,3,3,333,Loyal Customers
11283,2011-11-03,19,13326.66,37,5,5,5,555,Champions
11284,2011-09-17,3,608.69,84,4,2,3,423,Potential Loyalists
11285,2011-07-28,6,1466.19,135,3,3,3,333,Loyal Customers
11286,2011-11-12,21,15252.56,28,5,5,5,555,Champions
11287,2011-09-14,5,439.47,87,4,3,2,432,Loyal Customers
11288,2011-11-18,13,4034.88,22,5,5,4,554,Champions
11289,2011-11-24,29,13922.43,16,5,5,5,555,Champions
11290,2011-11-03,5,883.14,37,5,3,3,533,Loyal Customers
11291,2011-09-20,14,2532.5,81,4,5,4,454,Champions
11292,2011-06-26,10,1557.31,167,3,4,3,343,Loyal Customers
11293,2011-06-24,3,278.35,169,3,2,2,322,Promising
11294,2010-12-25,3,122.07,350,1,2,1,121,Lost
11295,2011-11-17,14,3376.49,23,5,5,4,554,Champions
11296,2011-09-30,14,4137.22,71,4,5,4,454,Champions
11297,2011-09-21,7,1740.98,80,4,3,4,434,Loyal Customers
11298,2011-07-16,15,12089.53,147,3,5,5,355,Loyal Customers
11299,2011-03-21,3,350.34000000000003,264,2,2,2,222,Lost
11300,2011-11-14,28,17769.36,26,5,5,5,555,Champions
11301,2010-12-01,1,62.96,374,1,1,1,111,Lost
11302,2011-11-06,17,13695.19,34,5,5,5,555,Champions
11303,2011-08-11,7,1295.57,121,4,3,3,433,Loyal Customers
11304,2011-04-05,2,112.97999999999999,249,2,1,1,211,Lost
11305,2011-02-26,3,100.17,287,2,2,1,221,Lost
11306,2011-01-24,3,389.04,320,1,2,2,122,Lost
11307,2010-12-24,2,95.38,351,1,1,1,111,Lost
11308,2011-11-18,3,687.26,22,5,2,3,523,Potential Loyalists
11309,2010-12-24,3,150.61,351,1,2,1,121,Lost
11310,2011-10-21,11,8827.66,50,5,4,5,545,Champions
11311,2011-01-30,3,102.69,314,1,2,1,121,Lost
11312,2011-06-11,4,532.9200000000001,182,3,2,3,323,Lost
11313,2011-02-01,2,85.08,312,1,1,1,111,Lost
11314,2011-07-06,11,2838.24,157,3,4,4,344,Loyal Customers
11315,2011-04-17,9,6074.28,237,2,4,5,245,At Risk
11316,2011-07-04,11,3077.65,159,3,4,4,344,Loyal Customers
11317,2011-03-24,3,283.15999999999997,261,2,2,2,222,Lost
11318,2011-10-10,16,8072.43,61,4,5,5,455,Champions
11319,2011-12-03,27,21925.61,7,5,5,5,555,Champions
11320,2011-11-23,6,1777.47,17,5,3,4,534,Loyal Customers
11321,2011-08-19,7,1082.56,113,4,3,3,433,Loyal Customers
11322,2011-01-15,2,100.97,329,1,1,1,111,Lost
11323,2011-08-09,7,2406.89,123,4,3,4,434,Loyal Customers
11324,2011-01-17,2,111.65,327,1,1,1,111,Lost
11325,2011-09-01,2,470.88,100,4,1,3,413,Potential Loyalists
11326,2011-10-18,10,2961.52,53,5,4,4,544,Champions
11327,2011-05-16,4,288.91999999999996,208,2,2,2,222,Lost
11328,2011-02-04,4,399.99,309,1,2,2,122,Lost
11329,2011-07-15,11,2082.65,148,3,4,4,344,Loyal Customers
11330,2011-07-31,11,1106.16,132,3,4,3,343,Loyal Customers
11331,2011-01-31,3,370.09000000000003,313,1,2,2,122,Lost
11332,2011-10-12,10,2634.9700000000003,59,4,4,4,444,Champions
11333,2010-12-24,3,124.14000000000001,351,1,2,1,121,Lost
11334,2010-12-24,1,42.57,351,1,1,1,111,Lost
11335,2011-05-17,2,179.81,207,2,1,2,212,Lost
11336,2011-10-22,10,2943.37,49,5,4,4,544,Champions
11337,2011-02-28,4,292.59,285,2,3,2,232,Lost
11338,2011-11-13,15,7278.3099999999995,27,5,5,5,555,Champions
11339,2011-10-03,12,5460.54,68,4,4,5,445,Champions
11340,2011-10-24,12,3174.63,47,5,4,4,544,Champions
11341,2011-05-15,5,1165.22,209,2,3,3,233,Lost
11342,2010-12-18,3,89.94,357,1,2,1,121,Lost
11343,2011-03-21,4,327.32000000000005,264,2,3,2,232,Lost
11344,2011-06-23,3,380.63,170,3,2,2,322,Promising
11345,2011-03-16,2,443.38,269,2,1,2,212,Lost
11346,2011-08-14,5,618.5,118,4,3,3,433,Loyal Customers
11347,2011-09-08,5,450.05,93,4,3,3,433,Loyal Customers
11348,2010-12-12,2,159.45,363,1,1,1,111,Lost
11349,2011-11-02,15,7372.69,38,5,5,5,555,Champions
11350,2011-01-21,2,127.11,323,1,1,1,111,Lost
11351,2011-04-02,15,10165.49,252,2,5,5,255,At Risk
11352,2011-09-02,9,1818.4099999999999,99,4,4,4,444,Champions
11353,2011-04-05,3,479.43,249,2,2,3,223,Hibernating
11354,2011-08-07,4,1209.67,125,4,3,3,433,Loyal Customers
11355,2011-01-01,1,25.9,343,1,1,1,111,Lost
11356,2011-02-19,2,82.59,294,2,1,1,211,Lost
11357,2011-10-06,3,451.97,65,4,2,3,423,Potential Loyalists
11358,2011-11-16,14,4875.77,24,5,5,5,555,Champions
11359,2011-04-12,10,9596.02,242,2,4,5,245,At Risk
11360,2011-01-01,1,34.0,343,1,1,1,111,Lost
11361,2011-11-15,9,2033.55,25,5,4,4,544,Champions
11362,2011-06-22,16,10779.33,171,3,5,5,355,Loyal Customers
11363,2011-04-26,14,12396.47,228,2,5,5,255,At Risk
11364,2011-01-29,3,454.76,315,1,2,3,123,Hibernating
11365,2011-11-05,14,2830.22,35,5,5,4,554,Champions
11366,2011-01-14,2,232.8,330,1,1,2,112,Lost
11367,2011-01-02,3,76.06,342,1,2,1,121,Lost
11368,2011-10-17,14,4659.95,54,5,5,5,555,Champions
11369,2011-10-22,12,1809.0800000000002,49,5,4,4,544,Champions
11370,2010-12-19,1,65.52,356,1,1,1,111,Lost
11371,2011-10-25,13,5450.39,46,5,5,5,555,Champions
11372,2011-01-30,2,90.21000000000001,314,1,1,1,111,Lost
11373,2011-05-11,8,1771.65,213,2,4,4,244,At Risk
11374,2011-11-12,12,3669.9700000000003,28,5,4,4,544,Champions
11375,2011-01-07,1,49.57,337,1,1,1,111,Lost
11376,2011-07-13,10,1573.53,150,3,4,3,343,Loyal Customers
11377,2011-06-21,5,880.9000000000001,172,3,3,3,333,Loyal Customers
11378,2011-08-05,4,726.29,127,4,3,3,433,Loyal Customers
11379,2011-04-20,9,9407.619999999999,234,2,4,5,245,At Risk
11380,2011-10-18,7,2962.88,53,5,3,4,534,Loyal Customers
11381,2011-08-01,3,317.84000000000003,131,3,2,2,322,Promising
11382,2010-12-06,1,37.15,369,1,1,1,111,Lost
11383,2011-09-01,9,3227.23,100,4,4,4,444,Champions
11384,2011-04-25,2,232.33999999999997,229,2,1,2,212,Lost
11385,2011-07-09,4,361.59,154,3,3,2,332,Loyal Customers
11386,2011-05-08,2,61.47,216,2,1,1,211,Lost
11387,2011-10-11,14,4980.84,60,4,5,5,455,Champions
11388,2010-12-31,1,70.45,344,1,1,1,111,Lost
11389,2011-07-09,7,2133.86,154,3,3,4,334,Loyal Customers
11390,2011-10-11,12,1738.1,60,4,4,4,444,Champions
11391,2011-11-23,26,13630.6,17,5,5,5,555,Champions
11392,2011-09-26,14,2313.67,75,4,5,4,454,Champions
11393,2011-05-09,10,2740.5,215,2,4,4,244,At Risk
11394,2011-01-17,2,169.85,327,1,1,1,111,Lost
11395,2011-02-22,2,111.30000000000001,291,2,1,1,211,Lost
11396,2011-06-01,9,1647.46,192,3,4,4,344,Loyal Customers
11397,2011-08-31,10,1958.46,101,4,4,4,444,Champions
11398,2011-05-05,11,9066.15,219,2,4,5,245,At Risk
11399,2011-05-13,2,198.25,211,2,1,2,212,Lost
11400,2011-10-07,12,3903.88,64,4,4,4,444,Champions
11401,2011-10-06,11,2095.1,65,4,4,4,444,Champions
11402,2011-10-23,21,9304.84,48,5,5,5,555,Champions
11403,2011-05-03,3,91.62,221,2,2,1,221,Lost
11404,2011-04-11,4,591.78,243,2,3,3,233,Lost
11405,2011-08-17,8,2809.1,115,4,4,4,444,Champions
11406,2011-02-05,1,51.34,308,1,1,1,111,Lost
11407,2010-12-01,1,65.53,374,1,1,1,111,Lost
11408,2011-05-20,15,14709.76,204,3,5,5,355,Loyal Customers
11409,2011-01-26,2,44.16,318,1,1,1,111,Lost
11410,2011-10-12,13,1987.55,59,4,5,4,454,Champions
11411,2011-08-10,11,3468.64,122,4,4,4,444,Champions
11412,2011-11-15,14,5624.6,25,5,5,5,555,Champions
11413,2011-09-29,11,6023.849999999999,72,4,4,5,445,Champions
11414,2011-06-27,11,2491.71,166,3,4,4,344,Loyal Customers
11415,2011-01-30,3,110.08,314,1,2,1,121,Lost
11416,2011-11-17,22,12314.33,23,5,5,5,555,Champions
11417,2011-09-25,12,3530.3,76,4,4,4,444,Champions
11418,2011-05-29,11,2707.85,195,3,4,4,344,Loyal Customers
11419,2011-01-13,2,178.07999999999998,331,1,1,1,111,Lost
11420,2011-07-31,2,141.14,132,3,1,1,311,Promising
11421,2011-08-18,8,1688.1,114,4,4,4,444,Champions
11422,2011-09-27,10,3703.71,74,4,4,4,444,Champions
11423,2011-11-01,14,4414.37,39,5,5,4,554,Champions
11424,2011-02-02,1,65.63,311,1,1,1,111,Lost
11425,2010-12-12,3,172.72,363,1,2,1,121,Lost
11426,2011-09-17,12,4070.04,84,4,4,4,444,Champions
11427,2010-12-07,1,81.7,368,1,1,1,111,Lost
11428,2011-06-16,14,6573.32,177,3,5,5,355,Loyal Customers
11429,2011-02-06,2,64.45,307,1,1,1,111,Lost
11430,2011-06-23,8,1624.8799999999999,170,3,4,4,344,Loyal Customers
11431,2011-06-12,8,2241.35,181,3,4,4,344,Loyal Customers
11432,2011-04-15,7,1395.83,239,2,3,3,233,Lost
11433,2011-04-15,3,181.34000000000003,239,2,2,2,222,Lost
11434,2011-10-24,11,3606.3199999999997,47,5,4,4,544,Champions
11435,2011-11-16,26,9862.23,24,5,5,5,555,Champions
11436,2011-04-18,3,487.6,236,2,2,3,223,Hibernating
11437,2011-04-16,3,302.8,238,2,2,2,222,Lost
11438,2011-10-11,10,1889.33,60,4,4,4,444,Champions
11439,2011-02-27,4,438.93,286,2,3,2,232,Lost
11440,2010-12-13,1,18.58,362,1,1,1,111,Lost
11441,2011-11-23,28,15095.47,17,5,5,5,555,Champions
11442,2011-03-09,2,43.78,276,2,1,1,211,Lost
11443,2011-08-11,10,1026.94,121,4,4,3,443,Loyal Customers
11444,2011-01-03,1,108.2,341,1,1,1,111,Lost
11445,2011-08-29,6,2235.23,103,4,3,4,434,Loyal Customers
11446,2011-02-15,2,124.4,298,2,1,1,211,Lost
11447,2010-12-19,2,142.17000000000002,356,1,1,1,111,Lost
11448,2010-12-08,3,157.14,367,1,2,1,121,Lost
11449,2011-02-24,3,127.36,289,2,2,1,221,Lost
11450,2011-04-29,4,861.9200000000001,225,2,3,3,233,Lost
11451,2011-07-08,8,3561.8,155,3,4,4,344,Loyal Customers
11452,2011-02-23,1,78.43,290,2,1,1,211,Lost
11453,2011-06-11,8,6358.93,182,3,4,5,345,Loyal Customers
11454,2011-09-29,13,8674.99,72,4,5,5,455,Champions
11455,2010-12-28,1,86.7,347,1,1,1,111,Lost
11456,2011-04-10,2,97.87,244,2,1,1,211,Lost
11457,2011-06-22,4,349.78,171,3,3,2,332,Loyal Customers
11458,2011-11-07,13,2633.59,33,5,5,4,554,Champions
11459,2011-02-02,2,169.46,311,1,1,1,111,Lost
11460,2011-09-29,2,258.92,72,4,1,2,412,Potential Loyalists
11461,2011-06-10,3,257.13,183,3,2,2,322,Promising
11462,2011-10-25,10,3421.6,46,5,4,4,544,Champions
11463,2010-12-27,3,190.53,348,1,2,2,122,Lost
11464,2010-12-27,3,72.75,348,1,2,1,121,Lost
11465,2011-11-06,14,6957.1900000000005,34,5,5,5,555,Champions
11466,2010-12-18,1,21.23,357,1,1,1,111,Lost
11467,2011-07-26,5,1089.76,137,3,3,3,333,Loyal Customers
11468,2010-12-30,3,212.67000000000002,345,1,2,2,122,Lost
11469,2011-02-12,3,351.58,301,2,2,2,222,Lost
11470,2011-08-29,7,732.91,103,4,3,3,433,Loyal Customers
11471,2011-04-02,3,429.46,252,2,2,2,222,Lost
11472,2011-01-26,2,134.51,318,1,1,1,111,Lost
11473,2011-08-18,5,673.41,114,4,3,3,433,Loyal Customers
11474,2011-11-03,5,1102.67,37,5,3,3,533,Loyal Customers
11475,2011-03-14,2,145.88,271,2,1,1,211,Lost
11476,2010-12-09,1,36.19,366,1,1,1,111,Lost
11477,2011-05-21,4,474.61,203,3,3,3,333,Loyal Customers
11478,2011-03-29,4,476.94,256,2,3,3,233,Lost
11479,2011-05-10,4,694.28,214,2,3,3,233,Lost
11480,2010-12-27,1,31.63,348,1,1,1,111,Lost
11481,2011-10-05,12,4526.99,66,4,4,5,445,Champions
11482,2011-07-30,9,1273.75,133,3,4,3,343,Loyal Customers
11483,2011-11-14,10,5266.55,26,5,4,5,545,Champions
11484,2011-06-08,3,496.21999999999997,185,3,2,3,323,Lost
11485,2011-09-28,4,411.7,73,4,3,2,432,Loyal Customers
11486,2011-10-10,4,437.52,61,4,3,2,432,Loyal Customers
11487,2011-04-01,2,161.09,253,2,1,1,211,Lost
11488,2011-11-22,5,703.54,18,5,3,3,533,Loyal Customers
11489,2011-04-08,6,1292.75,246,2,3,3,233,Lost
11490,2011-09-19,8,2640.05,82,4,4,4,444,Champions
